fecha,entidad,tipo_entidad,componente,valor
2020-01-01,Banco de Reservas,BM,Índice de Solvencia,0.1799
2020-01-01,Banco de Reservas,BM,Capital Primario (Tier 1),0.1472
2020-01-01,Banco de Reservas,BM,Capital Secundario (Tier 2),0.0402
2020-01-01,Banco de Reservas,BM,Activos Ponderados por Riesgo,200759.79
2020-01-01,Banco de Reservas,BM,Patrimonio Técnico,35727.45
2020-01-01,BHD León,BM,Índice de Solvencia,0.1796
2020-01-01,BHD León,BM,Capital Primario (Tier 1),0.1422
2020-01-01,BHD León,BM,Capital Secundario (Tier 2),0.0371
2020-01-01,BHD León,BM,Activos Ponderados por Riesgo,143399.85
2020-01-01,BHD León,BM,Patrimonio Técnico,25519.61
2020-01-01,Scotiabank RD,BM,Índice de Solvencia,0.1805
2020-01-01,Scotiabank RD,BM,Capital Primario (Tier 1),0.1406
2020-01-01,Scotiabank RD,BM,Capital Secundario (Tier 2),0.0358
2020-01-01,Scotiabank RD,BM,Activos Ponderados por Riesgo,76479.92
2020-01-01,Scotiabank RD,BM,Patrimonio Técnico,13610.46
2020-01-01,Banesco,BM,Índice de Solvencia,0.1815
2020-01-01,Banesco,BM,Capital Primario (Tier 1),0.1493
2020-01-01,Banesco,BM,Capital Secundario (Tier 2),0.0356
2020-01-01,Banesco,BM,Activos Ponderados por Riesgo,57359.94
2020-01-01,Banesco,BM,Patrimonio Técnico,10207.84
2020-01-01,Citibank RD,BM,Índice de Solvencia,0.1759
2020-01-01,Citibank RD,BM,Capital Primario (Tier 1),0.1404
2020-01-01,Citibank RD,BM,Capital Secundario (Tier 2),0.0381
2020-01-01,Citibank RD,BM,Activos Ponderados por Riesgo,38239.96
2020-01-01,Citibank RD,BM,Patrimonio Técnico,6805.23
2020-01-01,Banco Santa Cruz,BM,Índice de Solvencia,0.1708
2020-01-01,Banco Santa Cruz,BM,Capital Primario (Tier 1),0.133
2020-01-01,Banco Santa Cruz,BM,Capital Secundario (Tier 2),0.0347
2020-01-01,Banco Santa Cruz,BM,Activos Ponderados por Riesgo,28679.97
2020-01-01,Banco Santa Cruz,BM,Patrimonio Técnico,5103.92
2020-01-01,Banco López de Haro,BM,Índice de Solvencia,0.1803
2020-01-01,Banco López de Haro,BM,Capital Primario (Tier 1),0.1446
2020-01-01,Banco López de Haro,BM,Capital Secundario (Tier 2),0.0304
2020-01-01,Banco López de Haro,BM,Activos Ponderados por Riesgo,28679.97
2020-01-01,Banco López de Haro,BM,Patrimonio Técnico,5103.92
2020-01-01,JMMB Bank,BM,Índice de Solvencia,0.1845
2020-01-01,JMMB Bank,BM,Capital Primario (Tier 1),0.1533
2020-01-01,JMMB Bank,BM,Capital Secundario (Tier 2),0.0386
2020-01-01,JMMB Bank,BM,Activos Ponderados por Riesgo,28679.97
2020-01-01,JMMB Bank,BM,Patrimonio Técnico,5103.92
2020-01-01,Banco Vimenca,BM,Índice de Solvencia,0.1768
2020-01-01,Banco Vimenca,BM,Capital Primario (Tier 1),0.1401
2020-01-01,Banco Vimenca,BM,Capital Secundario (Tier 2),0.0357
2020-01-01,Banco Vimenca,BM,Activos Ponderados por Riesgo,19119.98
2020-01-01,Banco Vimenca,BM,Patrimonio Técnico,3402.61
2020-01-01,Banco del Progreso,BM,Índice de Solvencia,0.1807
2020-01-01,Banco del Progreso,BM,Capital Primario (Tier 1),0.1443
2020-01-01,Banco del Progreso,BM,Capital Secundario (Tier 2),0.0371
2020-01-01,Banco del Progreso,BM,Activos Ponderados por Riesgo,19119.98
2020-01-01,Banco del Progreso,BM,Patrimonio Técnico,3402.61
2020-01-01,Caribe Express Banco,BM,Índice de Solvencia,0.1702
2020-01-01,Caribe Express Banco,BM,Capital Primario (Tier 1),0.1391
2020-01-01,Caribe Express Banco,BM,Capital Secundario (Tier 2),0.032
2020-01-01,Caribe Express Banco,BM,Activos Ponderados por Riesgo,19119.98
2020-01-01,Caribe Express Banco,BM,Patrimonio Técnico,3402.61
2020-01-01,Asociación Popular de Ahorros y Préstamos,CA,Índice de Solvencia,0.184
2020-01-01,Asociación Popular de Ahorros y Préstamos,CA,Capital Primario (Tier 1),0.1514
2020-01-01,Asociación Popular de Ahorros y Préstamos,CA,Capital Secundario (Tier 2),0.0351
2020-01-01,Asociación Popular de Ahorros y Préstamos,CA,Activos Ponderados por Riesgo,45887.95
2020-01-01,Asociación Popular de Ahorros y Préstamos,CA,Patrimonio Técnico,8166.27
2020-01-01,Asociación Cibao,CA,Índice de Solvencia,0.1758
2020-01-01,Asociación Cibao,CA,Capital Primario (Tier 1),0.1436
2020-01-01,Asociación Cibao,CA,Capital Secundario (Tier 2),0.0351
2020-01-01,Asociación Cibao,CA,Activos Ponderados por Riesgo,28679.97
2020-01-01,Asociación Cibao,CA,Patrimonio Técnico,5103.92
2020-01-01,La Nacional,CA,Índice de Solvencia,0.1774
2020-01-01,La Nacional,CA,Capital Primario (Tier 1),0.1411
2020-01-01,La Nacional,CA,Capital Secundario (Tier 2),0.0394
2020-01-01,La Nacional,CA,Activos Ponderados por Riesgo,17207.98
2020-01-01,La Nacional,CA,Patrimonio Técnico,3062.35
2020-01-01,Romana,CA,Índice de Solvencia,0.1691
2020-01-01,Romana,CA,Capital Primario (Tier 1),0.1368
2020-01-01,Romana,CA,Capital Secundario (Tier 2),0.0314
2020-01-01,Romana,CA,Activos Ponderados por Riesgo,11471.99
2020-01-01,Romana,CA,Patrimonio Técnico,2041.57
2020-01-01,Mocana,CA,Índice de Solvencia,0.1706
2020-01-01,Mocana,CA,Capital Primario (Tier 1),0.1356
2020-01-01,Mocana,CA,Capital Secundario (Tier 2),0.0349
2020-01-01,Mocana,CA,Activos Ponderados por Riesgo,11471.99
2020-01-01,Mocana,CA,Patrimonio Técnico,2041.57
2020-01-01,ADOPEM,BA,Índice de Solvencia,0.1751
2020-01-01,ADOPEM,BA,Capital Primario (Tier 1),0.1372
2020-01-01,ADOPEM,BA,Capital Secundario (Tier 2),0.034
2020-01-01,ADOPEM,BA,Activos Ponderados por Riesgo,16729.98
2020-01-01,ADOPEM,BA,Patrimonio Técnico,2977.29
2020-01-01,Bancamérica,BA,Índice de Solvencia,0.1758
2020-01-01,Bancamérica,BA,Capital Primario (Tier 1),0.1393
2020-01-01,Bancamérica,BA,Capital Secundario (Tier 2),0.0389
2020-01-01,Bancamérica,BA,Activos Ponderados por Riesgo,14339.98
2020-01-01,Bancamérica,BA,Patrimonio Técnico,2551.96
2020-01-01,Banfond,BA,Índice de Solvencia,0.1857
2020-01-01,Banfond,BA,Capital Primario (Tier 1),0.1448
2020-01-01,Banfond,BA,Capital Secundario (Tier 2),0.0424
2020-01-01,Banfond,BA,Activos Ponderados por Riesgo,9559.99
2020-01-01,Banfond,BA,Patrimonio Técnico,1701.31
2020-01-01,Motor Crédito,BA,Índice de Solvencia,0.1769
2020-01-01,Motor Crédito,BA,Capital Primario (Tier 1),0.1433
2020-01-01,Motor Crédito,BA,Capital Secundario (Tier 2),0.0335
2020-01-01,Motor Crédito,BA,Activos Ponderados por Riesgo,7169.99
2020-01-01,Motor Crédito,BA,Patrimonio Técnico,1275.98
2020-02-01,Banco Popular Dominicano,BM,Índice de Solvencia,0.1782
2020-02-01,Banco Popular Dominicano,BM,Capital Primario (Tier 1),0.1448
2020-02-01,Banco Popular Dominicano,BM,Capital Secundario (Tier 2),0.0358
2020-02-01,Banco Popular Dominicano,BM,Activos Ponderados por Riesgo,223116.46
2020-02-01,Banco Popular Dominicano,BM,Patrimonio Técnico,41035.68
2020-02-01,Banco de Reservas,BM,Índice de Solvencia,0.1912
2020-02-01,Banco de Reservas,BM,Capital Primario (Tier 1),0.1555
2020-02-01,Banco de Reservas,BM,Capital Secundario (Tier 2),0.0359
2020-02-01,Banco de Reservas,BM,Activos Ponderados por Riesgo,203715.03
2020-02-01,Banco de Reservas,BM,Patrimonio Técnico,37467.36
2020-02-01,BHD León,BM,Índice de Solvencia,0.1923
2020-02-01,BHD León,BM,Capital Primario (Tier 1),0.1523
2020-02-01,BHD León,BM,Capital Secundario (Tier 2),0.0369
2020-02-01,BHD León,BM,Activos Ponderados por Riesgo,145510.74
2020-02-01,BHD León,BM,Patrimonio Técnico,26762.4
2020-02-01,Scotiabank RD,BM,Índice de Solvencia,0.1747
2020-02-01,Scotiabank RD,BM,Capital Primario (Tier 1),0.139
2020-02-01,Scotiabank RD,BM,Capital Secundario (Tier 2),0.0366
2020-02-01,Scotiabank RD,BM,Activos Ponderados por Riesgo,77605.73
2020-02-01,Scotiabank RD,BM,Patrimonio Técnico,14273.28
2020-02-01,Banesco,BM,Índice de Solvencia,0.1882
2020-02-01,Banesco,BM,Capital Primario (Tier 1),0.1505
2020-02-01,Banesco,BM,Capital Secundario (Tier 2),0.04
2020-02-01,Banesco,BM,Activos Ponderados por Riesgo,58204.3
2020-02-01,Banesco,BM,Patrimonio Técnico,10704.96
2020-02-01,Citibank RD,BM,Índice de Solvencia,0.1824
2020-02-01,Citibank RD,BM,Capital Primario (Tier 1),0.1451
2020-02-01,Citibank RD,BM,Capital Secundario (Tier 2),0.0345
2020-02-01,Citibank RD,BM,Activos Ponderados por Riesgo,38802.86
2020-02-01,Citibank RD,BM,Patrimonio Técnico,7136.64
2020-02-01,Banco Santa Cruz,BM,Índice de Solvencia,0.1806
2020-02-01,Banco Santa Cruz,BM,Capital Primario (Tier 1),0.1428
2020-02-01,Banco Santa Cruz,BM,Capital Secundario (Tier 2),0.0359
2020-02-01,Banco Santa Cruz,BM,Activos Ponderados por Riesgo,29102.15
2020-02-01,Banco Santa Cruz,BM,Patrimonio Técnico,5352.48
2020-02-01,Banco López de Haro,BM,Índice de Solvencia,0.1923
2020-02-01,Banco López de Haro,BM,Capital Primario (Tier 1),0.1551
2020-02-01,Banco López de Haro,BM,Capital Secundario (Tier 2),0.0406
2020-02-01,Banco López de Haro,BM,Activos Ponderados por Riesgo,29102.15
2020-02-01,Banco López de Haro,BM,Patrimonio Técnico,5352.48
2020-02-01,JMMB Bank,BM,Índice de Solvencia,0.1945
2020-02-01,JMMB Bank,BM,Capital Primario (Tier 1),0.1554
2020-02-01,JMMB Bank,BM,Capital Secundario (Tier 2),0.0418
2020-02-01,JMMB Bank,BM,Activos Ponderados por Riesgo,29102.15
2020-02-01,JMMB Bank,BM,Patrimonio Técnico,5352.48
2020-02-01,Banco Vimenca,BM,Índice de Solvencia,0.1854
2020-02-01,Banco Vimenca,BM,Capital Primario (Tier 1),0.1516
2020-02-01,Banco Vimenca,BM,Capital Secundario (Tier 2),0.0338
2020-02-01,Banco Vimenca,BM,Activos Ponderados por Riesgo,19401.43
2020-02-01,Banco Vimenca,BM,Patrimonio Técnico,3568.32
2020-02-01,Banco del Progreso,BM,Índice de Solvencia,0.1947
2020-02-01,Banco del Progreso,BM,Capital Primario (Tier 1),0.1569
2020-02-01,Banco del Progreso,BM,Capital Secundario (Tier 2),0.0384
2020-02-01,Banco del Progreso,BM,Activos Ponderados por Riesgo,19401.43
2020-02-01,Banco del Progreso,BM,Patrimonio Técnico,3568.32
2020-02-01,Caribe Express Banco,BM,Índice de Solvencia,0.1776
2020-02-01,Caribe Express Banco,BM,Capital Primario (Tier 1),0.1446
2020-02-01,Caribe Express Banco,BM,Capital Secundario (Tier 2),0.0361
2020-02-01,Caribe Express Banco,BM,Activos Ponderados por Riesgo,19401.43
2020-02-01,Caribe Express Banco,BM,Patrimonio Técnico,3568.32
2020-02-01,Asociación Popular de Ahorros y Préstamos,CA,Índice de Solvencia,0.1825
2020-02-01,Asociación Popular de Ahorros y Préstamos,CA,Capital Primario (Tier 1),0.1463
2020-02-01,Asociación Popular de Ahorros y Préstamos,CA,Capital Secundario (Tier 2),0.0341
2020-02-01,Asociación Popular de Ahorros y Préstamos,CA,Activos Ponderados por Riesgo,46563.44
2020-02-01,Asociación Popular de Ahorros y Préstamos,CA,Patrimonio Técnico,8563.97
2020-02-01,Asociación Cibao,CA,Índice de Solvencia,0.1785
2020-02-01,Asociación Cibao,CA,Capital Primario (Tier 1),0.1437
2020-02-01,Asociación Cibao,CA,Capital Secundario (Tier 2),0.0376
2020-02-01,Asociación Cibao,CA,Activos Ponderados por Riesgo,29102.15
2020-02-01,Asociación Cibao,CA,Patrimonio Técnico,5352.48
2020-02-01,La Nacional,CA,Índice de Solvencia,0.1862
2020-02-01,La Nacional,CA,Capital Primario (Tier 1),0.1496
2020-02-01,La Nacional,CA,Capital Secundario (Tier 2),0.0357
2020-02-01,La Nacional,CA,Activos Ponderados por Riesgo,17461.29
2020-02-01,La Nacional,CA,Patrimonio Técnico,3211.49
2020-02-01,Romana,CA,Índice de Solvencia,0.1939
2020-02-01,Romana,CA,Capital Primario (Tier 1),0.1568
2020-02-01,Romana,CA,Capital Secundario (Tier 2),0.035
2020-02-01,Romana,CA,Activos Ponderados por Riesgo,11640.86
2020-02-01,Romana,CA,Patrimonio Técnico,2140.99
2020-02-01,Mocana,CA,Índice de Solvencia,0.182
2020-02-01,Mocana,CA,Capital Primario (Tier 1),0.1444
2020-02-01,Mocana,CA,Capital Secundario (Tier 2),0.034
2020-02-01,Mocana,CA,Activos Ponderados por Riesgo,11640.86
2020-02-01,Mocana,CA,Patrimonio Técnico,2140.99
2020-02-01,ADOPEM,BA,Índice de Solvencia,0.1809
2020-02-01,ADOPEM,BA,Capital Primario (Tier 1),0.1466
2020-02-01,ADOPEM,BA,Capital Secundario (Tier 2),0.0359
2020-02-01,ADOPEM,BA,Activos Ponderados por Riesgo,16976.25
2020-02-01,ADOPEM,BA,Patrimonio Técnico,3122.28
2020-02-01,Bancamérica,BA,Índice de Solvencia,0.1814
2020-02-01,Bancamérica,BA,Capital Primario (Tier 1),0.1453
2020-02-01,Bancamérica,BA,Capital Secundario (Tier 2),0.036
2020-02-01,Bancamérica,BA,Activos Ponderados por Riesgo,14551.07
2020-02-01,Bancamérica,BA,Patrimonio Técnico,2676.24
2020-02-01,Banfond,BA,Índice de Solvencia,0.1847
2020-02-01,Banfond,BA,Capital Primario (Tier 1),0.1481
2020-02-01,Banfond,BA,Capital Secundario (Tier 2),0.0369
2020-02-01,Banfond,BA,Activos Ponderados por Riesgo,9700.72
2020-02-01,Banfond,BA,Patrimonio Técnico,1784.16
2020-02-01,Motor Crédito,BA,Índice de Solvencia,0.1869
2020-02-01,Motor Crédito,BA,Capital Primario (Tier 1),0.1466
2020-02-01,Motor Crédito,BA,Capital Secundario (Tier 2),0.0422
2020-02-01,Motor Crédito,BA,Activos Ponderados por Riesgo,7275.54
2020-02-01,Motor Crédito,BA,Patrimonio Técnico,1338.12
2020-03-01,Banco Popular Dominicano,BM,Índice de Solvencia,0.1791
2020-03-01,Banco Popular Dominicano,BM,Capital Primario (Tier 1),0.1404
2020-03-01,Banco Popular Dominicano,BM,Capital Secundario (Tier 2),0.0341
2020-03-01,Banco Popular Dominicano,BM,Activos Ponderados por Riesgo,208783.02
2020-03-01,Banco Popular Dominicano,BM,Patrimonio Técnico,37540.46
2020-03-01,Banco de Reservas,BM,Índice de Solvencia,0.1769
2020-03-01,Banco de Reservas,BM,Capital Primario (Tier 1),0.1411
2020-03-01,Banco de Reservas,BM,Capital Secundario (Tier 2),0.0379
2020-03-01,Banco de Reservas,BM,Activos Ponderados por Riesgo,190627.98
2020-03-01,Banco de Reservas,BM,Patrimonio Técnico,34276.08
2020-03-01,BHD León,BM,Índice de Solvencia,0.1882
2020-03-01,BHD León,BM,Capital Primario (Tier 1),0.1502
2020-03-01,BHD León,BM,Capital Secundario (Tier 2),0.0379
2020-03-01,BHD León,BM,Activos Ponderados por Riesgo,136162.84
2020-03-01,BHD León,BM,Patrimonio Técnico,24482.91
2020-03-01,Scotiabank RD,BM,Índice de Solvencia,0.1848
2020-03-01,Scotiabank RD,BM,Capital Primario (Tier 1),0.1488
2020-03-01,Scotiabank RD,BM,Capital Secundario (Tier 2),0.0409
2020-03-01,Scotiabank RD,BM,Activos Ponderados por Riesgo,72620.18
2020-03-01,Scotiabank RD,BM,Patrimonio Técnico,13057.55
2020-03-01,Banesco,BM,Índice de Solvencia,0.1801
2020-03-01,Banesco,BM,Capital Primario (Tier 1),0.1467
2020-03-01,Banesco,BM,Capital Secundario (Tier 2),0.0379
2020-03-01,Banesco,BM,Activos Ponderados por Riesgo,54465.14
2020-03-01,Banesco,BM,Patrimonio Técnico,9793.16
2020-03-01,Citibank RD,BM,Índice de Solvencia,0.182
2020-03-01,Citibank RD,BM,Capital Primario (Tier 1),0.147
2020-03-01,Citibank RD,BM,Capital Secundario (Tier 2),0.0404
2020-03-01,Citibank RD,BM,Activos Ponderados por Riesgo,36310.09
2020-03-01,Citibank RD,BM,Patrimonio Técnico,6528.78
2020-03-01,Banco Santa Cruz,BM,Índice de Solvencia,0.1763
2020-03-01,Banco Santa Cruz,BM,Capital Primario (Tier 1),0.1407
2020-03-01,Banco Santa Cruz,BM,Capital Secundario (Tier 2),0.0333
2020-03-01,Banco Santa Cruz,BM,Activos Ponderados por Riesgo,27232.57
2020-03-01,Banco Santa Cruz,BM,Patrimonio Técnico,4896.58
2020-03-01,Banco López de Haro,BM,Índice de Solvencia,0.1858
2020-03-01,Banco López de Haro,BM,Capital Primario (Tier 1),0.1481
2020-03-01,Banco López de Haro,BM,Capital Secundario (Tier 2),0.0368
2020-03-01,Banco López de Haro,BM,Activos Ponderados por Riesgo,27232.57
2020-03-01,Banco López de Haro,BM,Patrimonio Técnico,4896.58
2020-03-01,JMMB Bank,BM,Índice de Solvencia,0.1811
2020-03-01,JMMB Bank,BM,Capital Primario (Tier 1),0.1494
2020-03-01,JMMB Bank,BM,Capital Secundario (Tier 2),0.0386
2020-03-01,JMMB Bank,BM,Activos Ponderados por Riesgo,27232.57
2020-03-01,JMMB Bank,BM,Patrimonio Técnico,4896.58
2020-03-01,Banco Vimenca,BM,Índice de Solvencia,0.1874
2020-03-01,Banco Vimenca,BM,Capital Primario (Tier 1),0.1503
2020-03-01,Banco Vimenca,BM,Capital Secundario (Tier 2),0.0378
2020-03-01,Banco Vimenca,BM,Activos Ponderados por Riesgo,18155.05
2020-03-01,Banco Vimenca,BM,Patrimonio Técnico,3264.39
2020-03-01,Banco del Progreso,BM,Índice de Solvencia,0.1749
2020-03-01,Banco del Progreso,BM,Capital Primario (Tier 1),0.1423
2020-03-01,Banco del Progreso,BM,Capital Secundario (Tier 2),0.0362
2020-03-01,Banco del Progreso,BM,Activos Ponderados por Riesgo,18155.05
2020-03-01,Banco del Progreso,BM,Patrimonio Técnico,3264.39
2020-03-01,Caribe Express Banco,BM,Índice de Solvencia,0.1887
2020-03-01,Caribe Express Banco,BM,Capital Primario (Tier 1),0.1557
2020-03-01,Caribe Express Banco,BM,Capital Secundario (Tier 2),0.0372
2020-03-01,Caribe Express Banco,BM,Activos Ponderados por Riesgo,18155.05
2020-03-01,Caribe Express Banco,BM,Patrimonio Técnico,3264.39
2020-03-01,Asociación Popular de Ahorros y Préstamos,CA,Índice de Solvencia,0.1733
2020-03-01,Asociación Popular de Ahorros y Préstamos,CA,Capital Primario (Tier 1),0.1431
2020-03-01,Asociación Popular de Ahorros y Préstamos,CA,Capital Secundario (Tier 2),0.037
2020-03-01,Asociación Popular de Ahorros y Préstamos,CA,Activos Ponderados por Riesgo,43572.11
2020-03-01,Asociación Popular de Ahorros y Préstamos,CA,Patrimonio Técnico,7834.53
2020-03-01,Asociación Cibao,CA,Índice de Solvencia,0.1777
2020-03-01,Asociación Cibao,CA,Capital Primario (Tier 1),0.1409
2020-03-01,Asociación Cibao,CA,Capital Secundario (Tier 2),0.0368
2020-03-01,Asociación Cibao,CA,Activos Ponderados por Riesgo,27232.57
2020-03-01,Asociación Cibao,CA,Patrimonio Técnico,4896.58
2020-03-01,La Nacional,CA,Índice de Solvencia,0.1687
2020-03-01,La Nacional,CA,Capital Primario (Tier 1),0.1363
2020-03-01,La Nacional,CA,Capital Secundario (Tier 2),0.0344
2020-03-01,La Nacional,CA,Activos Ponderados por Riesgo,16339.54
2020-03-01,La Nacional,CA,Patrimonio Técnico,2937.95
2020-03-01,Romana,CA,Índice de Solvencia,0.1841
2020-03-01,Romana,CA,Capital Primario (Tier 1),0.1454
2020-03-01,Romana,CA,Capital Secundario (Tier 2),0.0339
2020-03-01,Romana,CA,Activos Ponderados por Riesgo,10893.03
2020-03-01,Romana,CA,Patrimonio Técnico,1958.63
2020-03-01,Mocana,CA,Índice de Solvencia,0.1755
2020-03-01,Mocana,CA,Capital Primario (Tier 1),0.1396
2020-03-01,Mocana,CA,Capital Secundario (Tier 2),0.0347
2020-03-01,Mocana,CA,Activos Ponderados por Riesgo,10893.03
2020-03-01,Mocana,CA,Patrimonio Técnico,1958.63
2020-03-01,ADOPEM,BA,Índice de Solvencia,0.1808
2020-03-01,ADOPEM,BA,Capital Primario (Tier 1),0.144
2020-03-01,ADOPEM,BA,Capital Secundario (Tier 2),0.0353
2020-03-01,ADOPEM,BA,Activos Ponderados por Riesgo,15885.66
2020-03-01,ADOPEM,BA,Patrimonio Técnico,2856.34
2020-03-01,Bancamérica,BA,Índice de Solvencia,0.176
2020-03-01,Bancamérica,BA,Capital Primario (Tier 1),0.1386
2020-03-01,Bancamérica,BA,Capital Secundario (Tier 2),0.0337
2020-03-01,Bancamérica,BA,Activos Ponderados por Riesgo,13616.28
2020-03-01,Bancamérica,BA,Patrimonio Técnico,2448.29
2020-03-01,Banfond,BA,Índice de Solvencia,0.175
2020-03-01,Banfond,BA,Capital Primario (Tier 1),0.136
2020-03-01,Banfond,BA,Capital Secundario (Tier 2),0.035
2020-03-01,Banfond,BA,Activos Ponderados por Riesgo,9077.52
2020-03-01,Banfond,BA,Patrimonio Técnico,1632.19
2020-03-01,Motor Crédito,BA,Índice de Solvencia,0.1814
2020-03-01,Motor Crédito,BA,Capital Primario (Tier 1),0.1404
2020-03-01,Motor Crédito,BA,Capital Secundario (Tier 2),0.0382
2020-03-01,Motor Crédito,BA,Activos Ponderados por Riesgo,6808.14
2020-03-01,Motor Crédito,BA,Patrimonio Técnico,1224.15
2020-04-01,Banco Popular Dominicano,BM,Índice de Solvencia,0.1662
2020-04-01,Banco Popular Dominicano,BM,Capital Primario (Tier 1),0.1314
2020-04-01,Banco Popular Dominicano,BM,Capital Secundario (Tier 2),0.0339
2020-04-01,Banco Popular Dominicano,BM,Activos Ponderados por Riesgo,215342.4
2020-04-01,Banco Popular Dominicano,BM,Patrimonio Técnico,35579.88
2020-04-01,Banco de Reservas,BM,Índice de Solvencia,0.166
2020-04-01,Banco de Reservas,BM,Capital Primario (Tier 1),0.1351
2020-04-01,Banco de Reservas,BM,Capital Secundario (Tier 2),0.0349
2020-04-01,Banco de Reservas,BM,Activos Ponderados por Riesgo,196616.98
2020-04-01,Banco de Reservas,BM,Patrimonio Técnico,32485.97
2020-04-01,BHD León,BM,Índice de Solvencia,0.1657
2020-04-01,BHD León,BM,Capital Primario (Tier 1),0.1338
2020-04-01,BHD León,BM,Capital Secundario (Tier 2),0.0354
2020-04-01,BHD León,BM,Activos Ponderados por Riesgo,140440.7
2020-04-01,BHD León,BM,Patrimonio Técnico,23204.27
2020-04-01,Scotiabank RD,BM,Índice de Solvencia,0.1696
2020-04-01,Scotiabank RD,BM,Capital Primario (Tier 1),0.1357
2020-04-01,Scotiabank RD,BM,Capital Secundario (Tier 2),0.0315
2020-04-01,Scotiabank RD,BM,Activos Ponderados por Riesgo,74901.71
2020-04-01,Scotiabank RD,BM,Patrimonio Técnico,12375.61
2020-04-01,Banesco,BM,Índice de Solvencia,0.1624
2020-04-01,Banesco,BM,Capital Primario (Tier 1),0.1293
2020-04-01,Banesco,BM,Capital Secundario (Tier 2),0.0324
2020-04-01,Banesco,BM,Activos Ponderados por Riesgo,56176.28
2020-04-01,Banesco,BM,Patrimonio Técnico,9281.71
2020-04-01,Citibank RD,BM,Índice de Solvencia,0.1612
2020-04-01,Citibank RD,BM,Capital Primario (Tier 1),0.1273
2020-04-01,Citibank RD,BM,Capital Secundario (Tier 2),0.0354
2020-04-01,Citibank RD,BM,Activos Ponderados por Riesgo,37450.85
2020-04-01,Citibank RD,BM,Patrimonio Técnico,6187.8
2020-04-01,Banco Santa Cruz,BM,Índice de Solvencia,0.1636
2020-04-01,Banco Santa Cruz,BM,Capital Primario (Tier 1),0.1334
2020-04-01,Banco Santa Cruz,BM,Capital Secundario (Tier 2),0.0355
2020-04-01,Banco Santa Cruz,BM,Activos Ponderados por Riesgo,28088.14
2020-04-01,Banco Santa Cruz,BM,Patrimonio Técnico,4640.85
2020-04-01,Banco López de Haro,BM,Índice de Solvencia,0.1632
2020-04-01,Banco López de Haro,BM,Capital Primario (Tier 1),0.1277
2020-04-01,Banco López de Haro,BM,Capital Secundario (Tier 2),0.0341
2020-04-01,Banco López de Haro,BM,Activos Ponderados por Riesgo,28088.14
2020-04-01,Banco López de Haro,BM,Patrimonio Técnico,4640.85
2020-04-01,JMMB Bank,BM,Índice de Solvencia,0.1692
2020-04-01,JMMB Bank,BM,Capital Primario (Tier 1),0.1399
2020-04-01,JMMB Bank,BM,Capital Secundario (Tier 2),0.0331
2020-04-01,JMMB Bank,BM,Activos Ponderados por Riesgo,28088.14
2020-04-01,JMMB Bank,BM,Patrimonio Técnico,4640.85
2020-04-01,Banco Vimenca,BM,Índice de Solvencia,0.1709
2020-04-01,Banco Vimenca,BM,Capital Primario (Tier 1),0.1365
2020-04-01,Banco Vimenca,BM,Capital Secundario (Tier 2),0.035
2020-04-01,Banco Vimenca,BM,Activos Ponderados por Riesgo,18725.43
2020-04-01,Banco Vimenca,BM,Patrimonio Técnico,3093.9
2020-04-01,Banco del Progreso,BM,Índice de Solvencia,0.1617
2020-04-01,Banco del Progreso,BM,Capital Primario (Tier 1),0.1262
2020-04-01,Banco del Progreso,BM,Capital Secundario (Tier 2),0.0323
2020-04-01,Banco del Progreso,BM,Activos Ponderados por Riesgo,18725.43
2020-04-01,Banco del Progreso,BM,Patrimonio Técnico,3093.9
2020-04-01,Caribe Express Banco,BM,Índice de Solvencia,0.1631
2020-04-01,Caribe Express Banco,BM,Capital Primario (Tier 1),0.1282
2020-04-01,Caribe Express Banco,BM,Capital Secundario (Tier 2),0.0356
2020-04-01,Caribe Express Banco,BM,Activos Ponderados por Riesgo,18725.43
2020-04-01,Caribe Express Banco,BM,Patrimonio Técnico,3093.9
2020-04-01,Asociación Popular de Ahorros y Préstamos,CA,Índice de Solvencia,0.1678
2020-04-01,Asociación Popular de Ahorros y Préstamos,CA,Capital Primario (Tier 1),0.1329
2020-04-01,Asociación Popular de Ahorros y Préstamos,CA,Capital Secundario (Tier 2),0.0347
2020-04-01,Asociación Popular de Ahorros y Préstamos,CA,Activos Ponderados por Riesgo,44941.02
2020-04-01,Asociación Popular de Ahorros y Préstamos,CA,Patrimonio Técnico,7425.37
2020-04-01,Asociación Cibao,CA,Índice de Solvencia,0.1772
2020-04-01,Asociación Cibao,CA,Capital Primario (Tier 1),0.1416
2020-04-01,Asociación Cibao,CA,Capital Secundario (Tier 2),0.0348
2020-04-01,Asociación Cibao,CA,Activos Ponderados por Riesgo,28088.14
2020-04-01,Asociación Cibao,CA,Patrimonio Técnico,4640.85
2020-04-01,La Nacional,CA,Índice de Solvencia,0.158
2020-04-01,La Nacional,CA,Capital Primario (Tier 1),0.1303
2020-04-01,La Nacional,CA,Capital Secundario (Tier 2),0.032
2020-04-01,La Nacional,CA,Activos Ponderados por Riesgo,16852.88
2020-04-01,La Nacional,CA,Patrimonio Técnico,2784.51
2020-04-01,Romana,CA,Índice de Solvencia,0.1623
2020-04-01,Romana,CA,Capital Primario (Tier 1),0.1283
2020-04-01,Romana,CA,Capital Secundario (Tier 2),0.031
2020-04-01,Romana,CA,Activos Ponderados por Riesgo,11235.26
